Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,Year,Month,Day,Week,DayOfYear,Quarter,IsWeekend,IsMonthStart,IsMonthEnd,Season,Lag_1,Lag_7,Lag_14,Lag_21,Lag_28,Rolling_Mean_7,Rolling_Std_7,Rolling_Mean_14,Rolling_Std_14,Rolling_Mean_28,Rolling_Std_28
1,2,2015-06-17,4000,476,1,1,0,0,2,0,1270.0,9.0,2008.0,0,0.0,0.0,0,2015,6,17,25,168,2,0,0,0,2,4852.0,3591.0,5809.0,4083.0,4735.0,3648.4285714285716,1762.1001539018646,3506.285714285714,2025.2163579981454,3578.214285714286,2008.4635247269835
1,3,2015-06-18,4645,498,1,1,0,0,2,0,1270.0,9.0,2008.0,0,0.0,0.0,0,2015,6,18,25,169,2,0,0,0,2,4000.0,3627.0,0.0,4111.0,3755.0,3706.8571428571427,1766.6535623952514,3377.0714285714284,1922.0787810751451,3551.964285714286,1997.558240603558
1,4,2015-06-19,4202,487,1,1,0,0,2,0,1270.0,9.0,2008.0,0,0.0,0.0,0,2015,6,19,25,170,2,0,0,0,2,4645.0,3695.0,5384.0,4656.0,4459.0,3852.285714285714,1800.5590533947857,3708.8571428571427,1679.9477032676534,3583.75,2007.9625314676032
1,5,2015-06-20,4097,494,1,0,0,0,2,0,1270.0,9.0,2008.0,0,0.0,0.0,0,2015,6,20,25,171,2,1,0,0,2,4202.0,4256.0,4183.0,5592.0,4276.0,3924.714285714286,1803.3726472257267,3624.4285714285716,1617.8382401923095,3574.5714285714284,2004.3977284881016
1,6,2015-06-21,0,0,0,0,0,0,2,0,1270.0,9.0,2008.0,0,0.0,0.0,0,2015,6,21,25,172,2,1,0,0,2,4097.0,0.0,0.0,0.0,0.0,3902.0,1799.5016902835505,3618.285714285714,1615.7161036124216,3568.1785714285716,2002.3621430990972
1,0,2015-06-22,3846,489,1,0,0,0,2,0,1270.0,9.0,2008.0,0,0.0,0.0,0,2015,6,22,26,173,2,0,0,0,2,0.0,5518.0,4071.0,5774.0,0.0,3902.0,1799.5016902835503,3618.285714285714,1615.7161036124216,3568.1785714285716,2002.3621430990972
1,1,2015-06-23,3762,447,1,0,0,0,2,0,1270.0,9.0,2008.0,0,0.0,0.0,0,2015,6,23,26,174,2,0,0,0,2,3846.0,4852.0,4102.0,5450.0,4211.0,3663.1428571428573,1654.3653796921137,3602.214285714286,1611.9813025529163,3705.535714285714,1876.4848240722743
1,2,2015-06-24,3346,414,1,0,0,0,2,0,1270.0,9.0,2008.0,0,0.0,0.0,0,2015,6,24,26,175,2,0,0,0,2,3762.0,4000.0,3591.0,5809.0,4083.0,3507.4285714285716,1573.1185436517412,3577.9285714285716,1606.4240490215223,3689.5,1873.9220802805469
1,3,2015-06-25,3533,433,1,0,0,0,2,0,1270.0,9.0,2008.0,0,0.0,0.0,0,2015,6,25,26,176,2,0,0,0,2,3346.0,4645.0,3627.0,0.0,4111.0,3414.0,1558.340035636218,3560.4285714285716,1607.6047502315391,3663.1785714285716,1873.3661336308312
1,4,2015-06-26,3317,420,1,0,0,0,2,0,1270.0,9.0,2008.0,0,0.0,0.0,0,2015,6,26,26,177,2,0,0,0,2,3533.0,4202.0,3695.0,5384.0,4656.0,3255.1428571428573,1465.8724851968425,3553.714285714286,1607.5016175884327,3642.535714285714,1871.4322992107166
1,5,2015-06-27,4019,463,1,0,0,0,2,0,1270.0,9.0,2008.0,0,0.0,0.0,0,2015,6,27,26,178,2,1,0,0,2,3317.0,4097.0,4256.0,4183.0,5592.0,3128.714285714286,1407.6038403715004,3526.714285714286,1608.1203757359458,3594.714285714286,1861.6581588812453
1,6,2015-06-28,0,0,0,0,0,0,2,0,1270.0,9.0,2008.0,0,0.0,0.0,0,2015,6,28,26,179,2,1,0,0,2,4019.0,0.0,0.0,0.0,0.0,3117.5714285714284,1398.9432746592374,3509.785714285714,1601.084737034493,3538.535714285714,1822.4761235471585
1,0,2015-06-29,5197,541,1,1,0,0,2,0,1270.0,9.0,2008.0,0,0.0,0.0,0,2015,6,29,27,180,2,0,0,0,2,0.0,3846.0,5518.0,4071.0,5774.0,3117.5714285714284,1398.9432746592374,3509.785714285714,1601.0847370344927,3538.535714285714,1822.4761235471585
1,1,2015-06-30,5735,568,1,1,0,0,2,0,1270.0,9.0,2008.0,0,0.0,0.0,0,2015,6,30,27,181,2,0,0,1,2,5197.0,3762.0,4852.0,4102.0,5450.0,3310.5714285714284,1595.5628951504782,3486.8571428571427,1572.1506023544603,3517.9285714285716,1799.3788213873001
1,2,2015-07-01,5223,562,1,1,0,0,2,0,1270.0,9.0,2008.0,0,0.0,0.0,0,2015,7,1,27,182,3,0,1,0,2,5735.0,3346.0,4000.0,3591.0,5809.0,3592.4285714285716,1843.5874318967467,3549.9285714285716,1647.0576779534686,3528.1071428571427,1811.4781837818161
1,3,2015-07-02,5558,573,1,1,0,0,2,0,1270.0,9.0,2008.0,0,0.0,0.0,0,2015,7,2,27,183,3,0,0,0,2,5223.0,3533.0,4645.0,3627.0,0.0,3860.5714285714284,1935.958837126358,3637.285714285714,1704.2063990460276,3507.1785714285716,1787.3750886906655
1,4,2015-07-03,4665,538,1,1,0,0,2,0,1270.0,9.0,2008.0,0,0.0,0.0,0,2015,7,3,27,184,3,0,0,0,2,5558.0,3317.0,4202.0,3695.0,5384.0,4149.857142857143,2027.9619020559771,3702.5,1762.215989119288,3705.6785714285716,1689.3946549769119
1,5,2015-07-04,4797,560,1,0,0,0,2,0,1270.0,9.0,2008.0,0,0.0,0.0,0,2015,7,4,27,185,3,1,0,0,2,4665.0,4019.0,4097.0,4256.0,4183.0,4342.428571428572,1999.496257989573,3735.5714285714284,1776.597037306719,3680.0,1668.2718714397379
1,6,2015-07-05,0,0,0,0,0,0,2,0,1270.0,9.0,2008.0,0,0.0,0.0,0,2015,7,5,27,186,3,1,0,0,2,4797.0,0.0,0.0,0.0,0.0,4453.571428571428,2000.1446495310379,3785.5714285714284,1797.2813107274244,3701.9285714285716,1679.1284540139784
1,0,2015-07-06,4359,540,1,0,0,0,2,0,1270.0,9.0,2008.0,0,0.0,0.0,0,2015,7,6,28,187,3,0,0,0,2,0.0,5197.0,3846.0,5518.0,4071.0,4453.571428571428,2000.1446495310379,3785.5714285714284,1797.2813107274244,3701.9285714285716,1679.1284540139784
1,1,2015-07-07,3650,485,1,0,0,0,2,0,1270.0,9.0,2008.0,0,0.0,0.0,0,2015,7,7,28,188,3,0,0,0,2,4359.0,5735.0,3762.0,4852.0,4102.0,4333.857142857143,1973.1281786857712,3822.214285714286,1803.8256857012495,3712.214285714286,1682.351977025968
1,2,2015-07-08,3797,485,1,0,0,0,2,0,1270.0,9.0,2008.0,0,0.0,0.0,0,2015,7,8,28,189,3,0,0,0,2,3650.0,5223.0,3346.0,4000.0,3591.0,4036.0,1881.6143777795405,3814.214285714286,1804.3615610118504,3696.0714285714284,1680.64099166275
1,3,2015-07-09,3897,480,1,0,0,0,2,0,1270.0,9.0,2008.0,0,0.0,0.0,0,2015,7,9,28,190,3,0,0,0,2,3797.0,5558.0,3533.0,4645.0,3627.0,3832.285714285714,1807.4148863580251,3846.4285714285716,1799.378341978806,3703.4285714285716,1680.6148881038778
1,4,2015-07-10,3808,449,1,0,0,0,2,0,1270.0,9.0,2008.0,0,0.0,0.0,0,2015,7,10,28,191,3,0,0,0,2,3897.0,4665.0,3317.0,4202.0,3695.0,3595.0,1644.8129579580439,3872.4285714285716,1797.1294938268632,3713.0714285714284,1680.9346810975167
1,5,2015-07-11,3530,441,1,0,0,0,2,0,1270.0,9.0,2008.0,0,0.0,0.0,0,2015,7,11,28,192,3,1,0,0,2,3808.0,4797.0,4019.0,4097.0,4256.0,3472.5714285714284,1582.6141725157281,3907.5,1790.234138103379,3717.1071428571427,1681.0253339198762
1,6,2015-07-12,0,0,0,0,0,0,2,0,1270.0,9.0,2008.0,0,0.0,0.0,0,2015,7,12,28,193,3,1,0,0,2,3530.0,0.0,0.0,0.0,0.0,3291.5714285714284,1474.6675170065657,3872.5714285714284,1792.66006534705,3691.1785714285716,1678.001744879937
1,0,2015-07-13,5054,553,1,1,0,0,2,0,1270.0,9.0,2008.0,0,0.0,0.0,0,2015,7,13,29,194,3,0,0,0,2,0.0,4359.0,5197.0,3846.0,5518.0,3291.5714285714284,1474.6675170065657,3872.5714285714284,1792.66006534705,3691.1785714285716,1678.001744879937
1,1,2015-07-14,5042,544,1,1,0,0,2,0,1270.0,9.0,2008.0,0,0.0,0.0,0,2015,7,14,29,195,3,0,0,0,2,5054.0,3650.0,5735.0,3762.0,4852.0,3390.8571428571427,1578.2697729445688,3862.3571428571427,1784.923898707114,3674.6071428571427,1661.502473539154
1,2,2015-07-15,4767,550,1,1,0,0,2,0,1270.0,9.0,2008.0,0,0.0,0.0,0,2015,7,15,29,196,3,0,0,0,2,5042.0,3797.0,5223.0,3346.0,4000.0,3589.714285714286,1699.4078100214579,3812.8571428571427,1737.9885746788627,3681.3928571428573,1666.8684619899457
1,3,2015-07-16,4427,517,1,1,0,0,2,0,1270.0,9.0,2008.0,0,0.0,0.0,0,2015,7,16,29,197,3,0,0,0,2,4767.0,3897.0,5558.0,3533.0,4645.0,3728.285714285714,1757.6756160988846,3780.285714285714,1713.6306230013197,3708.785714285714,1678.5596196815306
1,4,2015-07-17,4852,519,1,1,0,0,2,0,1270.0,9.0,2008.0,0,0.0,0.0,0,2015,7,17,29,198,3,0,0,0,2,4427.0,3808.0,4665.0,3317.0,4202.0,3804.0,1777.4583914492503,3699.5,1648.8105619599683,3701.0,1674.557122213382
1,5,2015-07-18,4406,512,1,0,0,0,2,0,1270.0,9.0,2008.0,0,0.0,0.0,0,2015,7,18,29,199,3,1,0,0,2,4852.0,3530.0,4797.0,4019.0,4097.0,3953.1428571428573,1821.1138009994042,3712.8571428571427,1657.96584622625,3724.214285714286,1686.2244997307064
1,6,2015-07-19,0,0,0,0,0,0,2,0,1270.0,9.0,2008.0,0,0.0,0.0,0,2015,7,19,29,200,3,1,0,0,2,4406.0,0.0,0.0,0.0,0.0,4078.285714285714,1817.284486469283,3684.9285714285716,1641.5101145116143,3735.25,1689.762039459997
1,0,2015-07-20,4395,526,1,0,0,0,2,0,1270.0,9.0,2008.0,0,0.0,0.0,0,2015,7,20,30,201,3,0,0,0,2,0.0,5054.0,4359.0,5197.0,3846.0,4078.285714285714,1817.284486469283,3684.9285714285716,1641.5101145116143,3735.25,1689.762039459997
1,1,2015-07-21,3558,469,1,0,0,0,2,0,1270.0,9.0,2008.0,0,0.0,0.0,0,2015,7,21,30,202,3,0,0,0,2,4395.0,5042.0,3650.0,5735.0,3762.0,3984.1428571428573,1774.889050858437,3687.5,1642.675057993462,3754.8571428571427,1694.2738576634868
1,2,2015-07-22,3464,463,1,0,0,0,2,0,1270.0,9.0,2008.0,0,0.0,0.0,0,2015,7,22,30,203,3,0,0,0,2,3558.0,4767.0,3797.0,5223.0,3346.0,3772.1428571428573,1715.0954714506415,3680.9285714285716,1643.020598414142,3747.5714285714284,1694.6805757924596
1,3,2015-07-23,3769,503,1,0,0,0,2,0,1270.0,9.0,2008.0,0,0.0,0.0,0,2015,7,23,30,204,3,0,0,0,2,3464.0,4427.0,3897.0,5558.0,3533.0,3586.0,1658.9144040606866,3657.1428571428573,1643.6212766628687,3751.785714285714,1693.79145940004
1,4,2015-07-24,3706,459,1,0,0,0,2,0,1270.0,9.0,2008.0,0,0.0,0.0,0,2015,7,24,30,205,3,0,0,0,2,3769.0,4852.0,3808.0,4665.0,3317.0,3492.0,1621.5392892763005,3648.0,1642.5400592234648,3760.214285714286,1693.249524547685
1,5,2015-07-25,4364,500,1,0,0,0,2,0,1270.0,9.0,2008.0,0,0.0,0.0,0,2015,7,25,30,206,3,1,0,0,2,3706.0,4406.0,3530.0,4797.0,4019.0,3328.285714285714,1515.7460994821204,3640.714285714286,1642.001893963645,3774.1071428571427,1691.0727767436254
1,6,2015-07-26,0,0,0,0,0,0,2,0,1270.0,9.0,2008.0,0,0.0,0.0,0,2015,7,26,30,207,3,1,0,0,2,4364.0,0.0,0.0,0.0,0.0,3322.285714285714,1510.844213708105,3700.285714285714,1652.769583669567,3786.4285714285716,1694.1772050515883
1,0,2015-07-27,6102,612,1,1,0,1,2,0,1270.0,9.0,2008.0,0,0.0,0.0,0,2015,7,27,31,208,3,0,0,0,2,0.0,4395.0,5054.0,4359.0,5197.0,3322.285714285714,1510.844213708105,3700.285714285714,1652.769583669567,3786.4285714285716,1694.1772050515883
1,1,2015-07-28,5011,560,1,1,0,1,2,0,1270.0,9.0,2008.0,0,0.0,0.0,0,2015,7,28,31,209,3,0,0,0,2,6102.0,3558.0,5042.0,3650.0,5735.0,3566.1428571428573,1819.1450765466268,3775.1428571428573,1740.217796145631,3818.75,1730.331709260997
1,2,2015-07-29,4782,523,1,1,0,1,2,0,1270.0,9.0,2008.0,0,0.0,0.0,0,2015,7,29,31,210,3,0,0,0,2,5011.0,3464.0,4767.0,3797.0,5223.0,3773.714285714286,1899.1962084248328,3772.9285714285716,1738.5007008376974,3792.8928571428573,1705.8723919815563
1,3,2015-07-30,5020,546,1,1,0,1,2,0,1270.0,9.0,2008.0,0,0.0,0.0,0,2015,7,30,31,211,3,0,0,0,2,4782.0,3769.0,4427.0,3897.0,5558.0,3962.0,1928.4810084623655,3774.0,1739.1649632023834,3777.1428571428573,1694.175178188945
1,4,2015-07-31,5263,555,1,1,0,1,2,0,1270.0,9.0,2008.0,0,0.0,0.0,0,2015,7,31,31,212,3,0,0,1,2,5020.0,3706.0,4852.0,3808.0,4665.0,4140.714285714285,1965.2301573679845,3816.3571428571427,1763.345186641778,3757.9285714285716,1676.1850628971056
2,1,2015-06-02,7099,697,1,1,0,0,0,0,570.0,11.0,2007.0,1,13.0,2010.0,1,2015,6,2,23,153,2,0,0,0,2,6629.0,4708.0,6388.0,4319.0,6295.0,4066.714285714286,2048.46647635784,3877.0,2384.9089645583485,3988.3214285714284,2459.400409518263
2,2,2015-06-03,6682,768,1,1,0,0,0,0,570.0,11.0,2007.0,1,13.0,2010.0,1,2015,6,3,23,154,2,0,0,0,2,7099.0,5093.0,6696.0,5662.0,6558.0,4408.285714285715,2350.322723534345,3927.785714285714,2449.1966399859944,4017.035714285714,2491.8090183363593
2,3,2015-06-04,5810,646,1,1,0,0,0,0,570.0,11.0,2007.0,1,13.0,2010.0,1,2015,6,4,23,155,2,0,0,0,2,6682.0,4049.0,5431.0,0.0,5382.0,4635.285714285715,2499.4779931208104,3926.785714285714,2447.9820002660103,4021.464285714286,2496.597795847938
2,4,2015-06-05,4938,532,1,1,0,0,0,0,570.0,11.0,2007.0,1,13.0,2010.0,1,2015,6,5,23,156,2,0,0,0,2,5810.0,4541.0,4564.0,5293.0,5734.0,4886.857142857143,2519.1780027468885,3953.8571428571427,2467.9106970859402,4036.75,2506.5268522621277
2,5,2015-06-06,2641,319,1,0,0,0,0,0,570.0,11.0,2007.0,1,13.0,2010.0,1,2015,6,6,23,157,2,1,0,0,2,4938.0,3447.0,2732.0,2831.0,2722.0,4943.571428571428,2514.558599909922,3980.5714285714284,2477.030688741469,4008.3214285714284,2491.030131306995
2,6,2015-06-07,0,0,0,0,0,0,0,0,570.0,11.0,2007.0,1,13.0,2010.0,1,2015,6,7,23,158,2,1,0,0,2,2641.0,0.0,0.0,0.0,0.0,4828.428571428572,2611.1087592019117,3974.0714285714284,2480.675821820948,4005.4285714285716,2492.6257972426074
2,0,2015-06-08,3918,501,1,0,0,0,0,0,570.0,11.0,2007.0,1,13.0,2010.0,1,2015,6,8,24,159,2,0,0,0,2,0.0,6629.0,0.0,8078.0,4521.0,4828.428571428572,2611.1087592019117,3974.0714285714284,2480.675821820948,4005.4285714285716,2492.6257972426074
2,1,2015-06-09,4097,560,1,0,0,0,0,0,570.0,11.0,2007.0,1,13.0,2010.0,1,2015,6,9,24,160,2,0,0,0,2,3918.0,7099.0,4708.0,6388.0,4319.0,4441.142857142857,2498.1401367531685,4253.928571428572,2203.3576288608565,3983.8928571428573,2490.6104760983344
2,2,2015-06-10,5035,680,1,0,0,0,0,0,570.0,11.0,2007.0,1,13.0,2010.0,1,2015,6,10,24,161,2,0,0,0,2,4097.0,6682.0,5093.0,6696.0,5662.0,4012.285714285714,2206.468725836656,4210.285714285715,2199.7199621969858,3975.964285714286,2489.857432809008
2,3,2015-06-11,4240,515,1,0,0,0,0,0,570.0,11.0,2007.0,1,13.0,2010.0,1,2015,6,11,24,162,2,0,0,0,2,5035.0,5810.0,4049.0,5431.0,0.0,3777.0,1946.8812667100854,4206.142857142857,2197.9835464192324,3953.5714285714284,2476.918118363896
2,4,2015-06-12,3539,480,1,0,0,0,0,0,570.0,11.0,2007.0,1,13.0,2010.0,1,2015,6,12,24,163,2,0,0,0,2,4240.0,4938.0,4541.0,4564.0,5293.0,3552.714285714286,1754.5764649705561,4219.785714285715,2197.5258527777023,4105.0,2352.7571532612974
2,5,2015-06-13,2574,319,1,0,0,0,0,0,570.0,11.0,2007.0,1,13.0,2010.0,1,2015,6,13,24,164,2,1,0,0,2,3539.0,2641.0,3447.0,2732.0,2831.0,3352.8571428571427,1646.8557342778427,4148.214285714285,2202.570776949636,4042.3571428571427,2343.2861100708064
2,6,2015-06-14,0,0,0,0,0,0,0,0,570.0,11.0,2007.0,1,13.0,2010.0,1,2015,6,14,24,165,2,1,0,0,2,2574.0,0.0,0.0,0.0,0.0,3343.285714285714,1651.869618975796,4085.8571428571427,2236.0532832905133,4033.1785714285716,2348.703756820252
2,0,2015-06-15,8106,762,1,1,0,0,0,0,570.0,11.0,2007.0,1,13.0,2010.0,1,2015,6,15,25,166,2,0,0,0,2,0.0,3918.0,6629.0,0.0,8078.0,3343.285714285714,1651.869618975796,4085.8571428571427,2236.0532832905133,4033.1785714285716,2348.703756820252
2,1,2015-06-16,6243,648,1,1,0,0,0,0,570.0,11.0,2007.0,1,13.0,2010.0,1,2015,6,16,25,167,2,0,0,0,2,8106.0,4097.0,7099.0,4708.0,6388.0,3941.5714285714284,2456.948300713906,4191.357142857143,2394.5016377957627,4034.1785714285716,2350.4949684185294
2,2,2015-06-17,6924,805,1,1,0,0,0,0,570.0,11.0,2007.0,1,13.0,2010.0,1,2015,6,17,25,168,2,0,0,0,2,6243.0,5035.0,6682.0,5093.0,6696.0,4248.142857142857,2608.7699162997246,4130.214285714285,2324.448790857454,4029.0,2345.270923305809
2,3,2015-06-18,5154,594,1,1,0,0,0,0,570.0,11.0,2007.0,1,13.0,2010.0,1,2015,6,18,25,169,2,0,0,0,2,6924.0,4240.0,5810.0,4049.0,5431.0,4518.0,2794.798442344873,4147.5,2345.6875898616095,4037.1428571428573,2355.2483821879428
2,4,2015-06-19,4926,544,1,1,0,0,0,0,570.0,11.0,2007.0,1,13.0,2010.0,1,2015,6,19,25,170,2,0,0,0,2,5154.0,3539.0,4938.0,4541.0,4564.0,4648.571428571428,2800.989697538047,4100.642857142857,2316.290987669822,4027.25,2349.752195366483
2,5,2015-06-20,3020,323,1,0,0,0,0,0,570.0,11.0,2007.0,1,13.0,2010.0,1,2015,6,20,25,171,2,1,0,0,2,4926.0,2574.0,2641.0,3447.0,2732.0,4846.714285714285,2758.147126501515,4099.785714285715,2315.9594847848343,4040.1785714285716,2353.8072084048435
2,6,2015-06-21,0,0,0,0,0,0,0,0,570.0,11.0,2007.0,1,13.0,2010.0,1,2015,6,21,25,172,2,1,0,0,2,3020.0,0.0,0.0,0.0,0.0,4910.428571428572,2701.465395986829,4126.857142857143,2299.754329927868,4050.464285714286,2348.5022568711915
2,0,2015-06-22,4123,491,1,0,0,0,0,0,570.0,11.0,2007.0,1,13.0,2010.0,1,2015,6,22,26,173,2,0,0,0,2,0.0,8106.0,3918.0,6629.0,0.0,4910.428571428572,2701.465395986829,4126.857142857143,2299.754329927868,4050.464285714286,2348.5022568711915
2,1,2015-06-23,4094,512,1,0,0,0,0,0,570.0,11.0,2007.0,1,13.0,2010.0,1,2015,6,23,26,174,2,0,0,0,2,4123.0,6243.0,4097.0,7099.0,4708.0,4341.428571428572,2306.85687008267,4141.5,2298.9747129468883,4197.714285714285,2210.3241400828038
2,2,2015-06-24,4805,654,1,0,0,0,0,0,570.0,11.0,2007.0,1,13.0,2010.0,1,2015,6,24,26,175,2,0,0,0,2,4094.0,6924.0,5035.0,6682.0,5093.0,4034.4285714285716,2149.2260511746117,4141.285714285715,2298.979319630325,4175.785714285715,2208.118746088031
2,3,2015-06-25,4022,508,1,0,0,0,0,0,570.0,11.0,2007.0,1,13.0,2010.0,1,2015,6,25,26,176,2,0,0,0,2,4805.0,5154.0,4240.0,5810.0,4049.0,3731.714285714286,1794.3309537063024,4124.857142857143,2292.9153380037274,4165.5,2204.355562164241
2,4,2015-06-26,3953,476,1,0,0,0,0,0,570.0,11.0,2007.0,1,13.0,2010.0,1,2015,6,26,26,177,2,0,0,0,2,4022.0,4926.0,3539.0,4938.0,4541.0,3570.0,1692.928921524271,4109.285714285715,2292.813469167434,4164.535714285715,2204.414316810411
2,5,2015-06-27,2404,303,1,0,0,0,0,0,570.0,11.0,2007.0,1,13.0,2010.0,1,2015,6,27,26,178,2,1,0,0,2,3953.0,3020.0,2574.0,2641.0,3447.0,3431.0,1600.4559766933085,4138.857142857143,2287.5561987932365,4143.535714285715,2203.495715686237
2,6,2015-06-28,0,0,0,0,0,0,0,0,570.0,11.0,2007.0,1,13.0,2010.0,1,2015,6,28,26,179,2,1,0,0,2,2404.0,0.0,0.0,0.0,0.0,3343.0,1643.1857269746872,4126.714285714285,2296.9337564062835,4106.285714285715,2224.4232853440762
2,0,2015-06-29,7961,734,1,1,0,0,0,0,570.0,11.0,2007.0,1,13.0,2010.0,1,2015,6,29,27,180,2,0,0,0,2,0.0,4123.0,8106.0,3918.0,6629.0,3343.0,1643.1857269746872,4126.714285714285,2296.9337564062835,4106.285714285715,2224.4232853440762
2,1,2015-06-30,9863,877,1,1,0,0,0,0,570.0,11.0,2007.0,1,13.0,2010.0,1,2015,6,30,27,181,2,0,0,1,2,7961.0,4094.0,6243.0,4097.0,7099.0,3891.285714285714,2408.7880572524227,4116.357142857143,2277.8581575054855,4153.857142857143,2293.5413457711825
2,2,2015-07-01,6431,786,1,1,0,0,0,0,570.0,11.0,2007.0,1,13.0,2010.0,1,2015,7,1,27,182,3,0,1,0,2,9863.0,4805.0,6924.0,5035.0,6682.0,4715.428571428572,3308.558540973336,4374.928571428572,2703.5241520392105,4252.571428571428,2477.129169146192
